source,target
1505523,18314669
1505523,1405630
1505523,25357512
1505523,6284242
1505523,7699922
1505523,1349592
1505523,1576921
1505523,18882523
1505523,18573279
1505523,22197221
1505523,19443174
1505523,25681644
1505523,1642477
1505523,18602480
1505523,24693747
1505523,16548342
1505523,2496252
1505523,19654655
6629622,18562307
6629622,12847372
6629622,19728145
6629622,1728035
6629622,25641512
6629622,18955830
6629622,7700282
6629622,528705
6629622,339011
6629622,19049542
6629622,5282132
6629622,1371991
6629622,18506072
6629622,20377949
6629622,19934054
6629622,1763190
6629622,1187715
6629622,18549379
6629622,541319
6629622,10426762
6629622,19713173
6629622,19847832
6629622,18923420
6629622,20186791
6629622,20336043
6629622,18589616
6629622,20384452
6629622,1751502
6629622,18944977
6629622,4705492
6629622,1576921
6629622,20836828
6629622,22197221
6629622,19443174
6629622,18361585
6629622,18414590
6629622,23394559
25481468,6928642
25481468,22197221
25481468,19728145
25481468,929402
23394559,12847372
23394559,1751502
23394559,4705492
23394559,1371991
23394559,1349592
23394559,19443174
23394559,20336043
23394559,18414590
1358081,19194894
1358081,2556962
1358081,1728035
1358081,11294262
1358081,18955830
1358081,22023226
1358081,10000962
1358081,339011
1358081,19964997
1358081,13560402
1358081,21957723
1358081,6190702
1358081,1741429
1358081,1292918
1358081,7130232
1358081,929402
1358081,24906881
1358081,23398017
1358081,19033734
1358081,541319
1358081,1492619
1358081,1776274
1358081,7138452
1358081,18494105
1358081,252576
1358081,18801828
1358081,20041384
1358081,7836842
1358081,1324203
1358081,19828398
1358081,1307837
1358081,18549438
1358081,6707902
1358081,21989057
1358081,10178242
1358081,16062152
1358081,14546632
1358081,14649032
1358081,4705492
1358081,18361585
1358081,15297782
1358081,18556157
1358081,21715712
1358081,18562307
1358081,18456837
1358081,19728145
1358081,1787157
1358081,19416348
1358081,16954142
1358081,1433893
1358081,1274150
1358081,25521445
1358081,18425641
1358081,19997487
1358081,18471729
1358081,8908602
1358081,7700282
1358081,19108156
1358081,1078077
1358081,528705
1358081,1354051
1358081,18996036
1358081,11626822
1358081,4268372
1358081,19266390
1358081,22021463
1358081,1371991
1358081,18506072
1358081,18286946
1358081,255854
1358081,18529135
1358081,1763190
1358081,1187715
1358081,16487812
1358081,10426762
1358081,6335372
1358081,19822479
1358081,13288852
1358081,1743773
1358081,19218850
1358081,21837219
1358081,10016162
1358081,23594916
1358081,3376042
1358081,23723436
1358081,18314669
1358081,711599
1358081,18589616
1358081,18314164
1358081,9376702
1358081,16067522
1358081,1751502
1358081,18616278
1358081,1349592
1358081,1498076
1358081,204767
1358081,18573279
1358081,1622500
1358081,22197221
1358081,19094001
1358081,10016242
1358081,19908083
1358081,16548342
1358081,18256892
6928642,18456837
6928642,18495240
6928642,12847372
6928642,998413
6928642,19728145
6928642,1102353
6928642,19262745
6928642,20583464
6928642,22023226
6928642,18592827
6928642,1078077
6928642,339011
6928642,1665349
6928642,1457232
6928642,5282132
6928642,1371991
6928642,20129636
6928642,19827046
6928642,6190702
6928642,15552112
6928642,18468466
6928642,1741429
6928642,929402
6928642,1473660
6928642,18517376
6928642,1187715
6928642,18795154
6928642,11862932
6928642,17487002
6928642,252576
6928642,19218850
6928642,18626981
6928642,1324203
6928642,1578685
6928642,20384452
6928642,6284242
6928642,1642477
6928642,5327862
981249,710272
981249,18562307
981249,1187715
981249,18672773
981249,16487812
981249,25117452
981249,19728145
981249,1102353
981249,19348756
981249,18798102
981249,17487002
981249,788001
981249,2556962
981249,2496252
981249,6641192
981249,1324203
981249,18955830
981249,19049542
981249,13560402
981249,5282132
981249,1371991
981249,1349592
981249,6190702
981249,18529135
981249,11776502
981249,18256892
981249,18414590
18456837,19728145
18456837,1102353
18456837,4631582
18456837,1728035
18456837,1169709
18456837,1526075
18456837,339011
18456837,16607822
18456837,13560402
18456837,5282132
18456837,18506072
18456837,6190702
18456837,1741429
18456837,1763190
18456837,18517376
18456837,3173762
18456837,1187715
18456837,1240194
18456837,541319
18456837,1776274
18456837,19713173
18456837,18494105
18456837,19218850
18456837,21837219
18456837,7836842
18456837,13532852
18456837,18180033
18456837,16062152
18456837,15297782
18456837,16548342
18456837,19654655
12847372,18495240
12847372,19728145
12847372,1102353
12847372,18955830
12847372,1078077
12847372,528705
12847372,339011
12847372,19049542
12847372,1431882
12847372,20377949
12847372,23053409
12847372,19934054
12847372,6190702
12847372,929402
12847372,1187715
12847372,24803205
12847372,19713173
12847372,19847832
12847372,20186791
12847372,20384452
12847372,16536012
12847372,1349592
12847372,1576921
12847372,20836828
12847372,23515107
12847372,22197221
12847372,18361585
12847372,16548342
18850080,535553
18850080,19194894
18850080,21533726
18850080,1728035
18850080,22817838
18850080,19997487
18850080,18955830
18850080,1360698
18850080,18767675
18850080,1526075
18850080,16607822
18850080,23353167
18850080,1457232
18850080,7151442
18850080,18779992
18850080,18506072
18850080,16477792
18850080,5618532
18850080,11625832
18850080,16877932
18850080,7130232
18850080,3173762
18850080,16487812
18850080,6335372
18850080,1776274
18850080,19249559
18850080,18494105
18850080,10016162
18850080,21837219
18850080,23594916
18850080,19218850
18850080,7836842
18850080,19828398
18850080,17467312
18850080,18589616
18850080,18314164
18850080,16447162
18850080,6707902
18850080,9376702
18850080,10178242
18850080,14546632
18850080,16062152
18850080,14649032
18850080,18616278
18850080,17872862
18850080,24125934
18850080,10016242
18850080,15297782
18850080,16548342
18850080,19654655
1433893,3173762
1433893,1776274
1433893,1787157
1433893,1743773
1433893,1728035
1433893,711599
1433893,17467312
1433893,18471729
1433893,6707902
1433893,10178242
1433893,18996036
1433893,11626822
1433893,14546632
1433893,4268372
1433893,16477792
1433893,10016242
1274150,710272
1274150,18672773
1274150,14396812
1274150,19728145
1274150,18801828
1274150,23594916
1274150,25521445
1274150,20186791
1274150,1324203
1274150,23112117
1274150,7700282
1274150,8540732
1274150,1578685
1274150,339011
1274150,1354051
1274150,14649032
1274150,1457232
1274150,19266390
1274150,20348898
1274150,22197221
1274150,22422502
1274150,1805550
1274150,15552112
1274150,22130047
1169709,18495240
1169709,1728035
1169709,18955830
1169709,20181560
1169709,22023226
1169709,19108156
1169709,1078077
1169709,10000962
1169709,16607822
1169709,7151442
1169709,5282132
1169709,1371991
1169709,18506072
1169709,19030621
1169709,16477792
1169709,11625832
1169709,15552112
1169709,1786237
1169709,1187715
1169709,541319
1169709,19218850
1169709,21837219
1169709,18801828
1169709,7836842
1169709,1324203
1169709,6707902
1169709,21989057
1169709,18977219
1169709,14649032
1169709,16062152
1169709,6284242
1169709,19100119
1169709,18629337
1169709,17872862
1169709,1642477
1169709,18361585
1169709,15297782
1169709,19654655
18729267,11294262
4063542,21715712
4063542,18562307
4063542,22422793
4063542,10426762
4063542,1492619
4063542,19728145
4063542,15770262
4063542,18414491
4063542,23499806
4063542,16954142
4063542,20186791
4063542,18425641
4063542,8908602
4063542,19011903
4063542,19964997
4063542,1751502
4063542,19266390
4063542,1498076
4063542,1622500
4063542,19443174
4063542,6190702
4063542,18529135
4063542,18602480
4063542,1741429
4063542,22993273
4063542,18414590
1526075,535553
1526075,19728145
1526075,1102353
1526075,20402980
1526075,19997487
1526075,1360698
1526075,19266390
1526075,18506072
1526075,23053409
1526075,11625832
1526075,15552112
1526075,1763190
1526075,7130232
1526075,11862932
1526075,21837219
1526075,17467312
1526075,18314164
1526075,18476981
1526075,16447162
1526075,9376702
1526075,6707902
1526075,10178242
1526075,14649032
1526075,25471951
1526075,1349592
1526075,22197221
1526075,526316
1526075,10016242
1526075,14566132
1526075,47094
1526075,15297782
22585660,1492619
22585660,19728145
22585660,24619540
22585660,20336043
22585660,18955830
22585660,24584525
22585660,1371991
22585660,18506072
22585660,1349592
22585660,20377949
22585660,526316
19108156,535553
19108156,19194894
19108156,19262745
19108156,21533726
19108156,16954142
19108156,1728035
19108156,19528743
19108156,19997487
19108156,18471729
19108156,11294262
19108156,7700282
19108156,22023226
19108156,18996036
19108156,16607822
19108156,7151442
19108156,13560402
19108156,19266390
19108156,22021463
19108156,18506072
19108156,18779992
19108156,21957723
19108156,16477792
19108156,5618532
19108156,18529135
19108156,7130232
19108156,16487812
19108156,19033734
19108156,21686664
19108156,1776274
19108156,11862932
19108156,18494105
19108156,252576
19108156,10016162
19108156,18801828
19108156,7836842
19108156,3376042
19108156,17467312
19108156,18589616
19108156,405938
19108156,16447162
19108156,9376702
19108156,21989057
19108156,10178242
19108156,14649032
19108156,2542802
19108156,18616278
19108156,1498076
19108156,18361585
19108156,19094001
19108156,10016242
19108156,15297782
19108156,18556157
19108156,19654655
19011903,1187715
19011903,18562307
19011903,10426762
19011903,19266390
19011903,1371991
19011903,16954142
19011903,1622500
19011903,18425641
19011903,20336043
19011903,1642477
19011903,18955830
19011903,22993273
528705,19728145
528705,18471729
528705,18955830
528705,7700282
528705,339011
528705,1665349
528705,19266390
528705,1371991
528705,18286946
528705,6190702
528705,1473660
528705,1187715
528705,18549379
528705,24803205
528705,541319
528705,10426762
528705,14775182
528705,23674770
528705,11131552
528705,252576
528705,20186791
528705,5882552
528705,18549438
528705,1751502
528705,4705492
528705,1349592
528705,22197221
528705,1642477
528705,16548342
528705,18414590
1354051,1240194
1354051,1187715
1354051,16487812
1354051,18672773
1354051,6335372
1354051,14396812
1354051,19728145
1354051,19713173
1354051,1728035
1354051,2520612
1354051,23112117
1354051,18955830
1354051,20181560
1354051,8540732
1354051,1078077
1354051,1578685
1354051,1457232
1354051,18629337
1354051,19030621
1354051,20348898
1354051,15552112
1354051,18361585
1354051,929402
1665349,1187715
1665349,19728145
1665349,24316830
1665349,1451826
1665349,18955830
1665349,24584525
1665349,6284242
1665349,4705492
1665349,1371991
1665349,20129636
1665349,1642477
1665349,929402
1665349,1473660
1665349,18414590
11626822,541319
11626822,1776274
11626822,1787157
11626822,19416348
11626822,1743773
11626822,1728035
11626822,711599
11626822,18471729
11626822,18996036
11626822,19964997
11626822,4268372
1431882,2556962
1431882,18589616
1431882,18955830
1431882,1078077
1431882,339011
1431882,16536012
1431882,6284242
1431882,18506072
1431882,23515107
1431882,1763190
1431882,929402
1431882,1473660
24584525,1102353
24584525,24619540
24584525,18798102
24584525,18955830
24584525,20181560
24584525,1772099
24584525,339011
24584525,18506072
24584525,21933145
24584525,1665418
24584525,1492619
24584525,25648018
24584525,19713173
24584525,19249559
24584525,19847832
24584525,24316830
24584525,7836842
24584525,20336043
24584525,1324203
24584525,16062152
24584525,24675279
24584525,4705492
24584525,19100119
24584525,22197221
24584525,20807142
24584525,1642477
5282132,18798102
5282132,21533726
5282132,1728035
5282132,6641192
5282132,11294262
5282132,18955830
5282132,20181560
5282132,18567736
5282132,19049542
5282132,16607822
5282132,13560402
5282132,21933145
5282132,23053409
5282132,18837102
5282132,7130232
5282132,929402
5282132,710272
5282132,541319
5282132,1776274
5282132,18494105
5282132,17487002
5282132,19687074
5282132,7836842
5282132,1324203
5282132,10178242
5282132,16062152
5282132,19680459
5282132,15297782
5282132,2496252
5282132,12588802
5282132,19728145
5282132,8908602
5282132,1078077
5282132,23353167
5282132,18506072
5282132,3173762
5282132,1187715
5282132,1581956
5282132,14396812
5282132,23674770
5282132,13288852
5282132,21837219
5282132,24850344
5282132,18476981
5282132,23595967
5282132,6284242
5282132,18616278
5282132,18882523
5282132,23515107
5282132,22197221
5282132,22422502
5282132,526316
5282132,25587693
5282132,10016242
5282132,19908083
5282132,18256892
5282132,18414590
5282132,19654655
4268372,18996036
4268372,1776274
4268372,1787157
4268372,1743773
4268372,1728035
4268372,711599
4268372,18471729
18506072,535553
18506072,19528743
18506072,22817838
18506072,339011
18506072,19964997
18506072,19049542
18506072,1457232
18506072,23053409
18506072,1473660
18506072,1240194
18506072,11375762
18506072,19713173
18506072,25934999
18506072,17487002
18506072,18801828
18506072,7836842
18506072,1324203
18506072,2542802
18506072,4705492
18506072,7263452
18506072,15297782
18506072,18556157
18506072,18562307
18506072,19416348
18506072,20757821
18506072,18286946
18506072,11625832
18506072,1786237
18506072,16487812
18506072,1665418
18506072,19249559
18506072,10016162
18506072,21837219
18506072,20336043
18506072,20836828
18506072,1622500
18506072,20807142
18506072,19828207
18506072,10016242
18506072,1102353
18506072,788001
18506072,1728035
18506072,2520612
18506072,24925734
18506072,6641192
18506072,18955830
18506072,11294262
18506072,20181560
18506072,1772099
18506072,16607822
18506072,18677333
18506072,19030621
18506072,16477792
18506072,6190702
18506072,15552112
18506072,1741429
18506072,929402
18506072,18549379
18506072,541319
18506072,1492619
18506072,1776274
18506072,19847832
18506072,26040985
18506072,18494105
18506072,252576
18506072,20186791
18506072,20041384
18506072,19828398
18506072,18549438
18506072,6707902
18506072,10178242
18506072,14546632
18506072,16062152
18506072,18629337
18506072,22468329
18506072,25681644
18506072,19728145
18506072,16954142
18506072,18425641
18506072,19997487
18506072,1451826
18506072,1697586
18506072,8805172
18506072,8908602
18506072,7700282
18506072,18767675
18506072,14380872
18506072,7151442
18506072,19266390
18506072,1371991
18506072,5618532
18506072,19934054
18506072,18529135
18506072,1763190
18506072,1187715
18506072,6335372
18506072,18923420
18506072,20421535
18506072,9376702
18506072,18180033
18506072,16067522
18506072,1349592
18506072,23515107
18506072,22197221
18506072,6121452
18506072,526316
18506072,1642477
18506072,22736876
18506072,5327862
18506072,47094
18506072,18414590
18506072,19654655
23968092,16477792
23968092,19997487
20377949,1187715
20377949,541319
20377949,19728145
20377949,19713173
20377949,20186791
20377949,20336043
20377949,18476981
20377949,18955830
20377949,339011
20377949,20384452
20377949,19049542
20377949,1576921
20377949,20836828
20377949,22197221
20377949,19934054
20377949,15552112
20377949,18361585
18286946,18562307
18286946,18955830
18286946,20757821
18286946,1772099
18286946,14380872
18286946,13560402
18286946,1371991
18286946,1763190
18286946,710272
18286946,18517376
18286946,1187715
18286946,19713173
18286946,18923420
18286946,252576
18286946,20336043
18286946,1324203
18286946,18589616
18286946,18816443
18286946,18549438
18286946,18660552
18286946,4705492
18286946,19100119
18286946,25397992
18286946,19828207
18286946,18414590
19827046,710272
19827046,6335372
19827046,19728145
19827046,19713173
19827046,17487002
19827046,11131552
19827046,788001
19827046,20336043
19827046,1324203
19827046,18589616
19827046,17467312
19827046,405938
19827046,1360698
19827046,1078077
19827046,339011
19827046,19049542
19827046,6284242
19827046,1349592
19827046,19030621
19827046,11625832
19827046,526316
19827046,6190702
19827046,18602480
19827046,10016242
19827046,11776502
19827046,18256892
25590123,25996638
25590123,25150760
25590123,18425641
25590123,22736876
25590123,16954142
16877932,3173762
16877932,16487812
16877932,1581956
16877932,18494105
16877932,11625832
16877932,7836842
16877932,18361585
16877932,10016242
16877932,16447162
22993273,18562307
22993273,10426762
22993273,1492619
22993273,16954142
22993273,18425641
22993273,23723436
22993273,18955830
22993273,19964997
22993273,4705492
22993273,19266390
22993273,18616278
22993273,1498076
22993273,1622500
22993273,22736876
22993273,18529135
22993273,1741429
22993273,18256892
24553853,1187715
24553853,18562307
24553853,24803205
24553853,19728145
24553853,18955830
24553853,23984060
24553853,1078077
24553853,339011
24553853,19964997
24553853,4705492
24553853,19266390
24553853,1371991
24553853,1622500
24553853,6190702
24553853,18529135
24553853,24693747
1786237,1187715
1786237,19728145
1786237,19713173
1786237,18955830
1786237,20181560
1786237,10000962
1786237,339011
1786237,6284242
1786237,1371991
1786237,1576921
1786237,22197221
1786237,25681644
1786237,1642477
17820032,10016162
21686664,3173762
21686664,16487812
21686664,1776274
21686664,11862932
21686664,19262745
21686664,18494105
21686664,21533726
21686664,7836842
21686664,17467312
21686664,405938
21686664,10178242
21686664,14649032
21686664,16607822
21686664,7151442
21686664,16477792
21686664,18361585
21686664,15297782
21686664,7130232
21686664,19654655
20586888,6230672
20586888,18571126
20586888,19266390
20586888,19416348
10426762,21715712
10426762,18562307
10426762,19728145
10426762,19416348
10426762,16954142
10426762,18425641
10426762,18642226
10426762,18955830
10426762,339011
10426762,14380872
10426762,19266390
10426762,255854
10426762,1187715
10426762,1492619
10426762,1776274
10426762,252576
10426762,21338021
10426762,20583850
10426762,23723436
10426762,1029550
10426762,23595967
10426762,18660552
10426762,1751502
10426762,18944977
10426762,4705492
10426762,1576921
10426762,1498076
10426762,1622500
10426762,19443174
10426762,526316
10426762,19094001
10426762,18256892
10426762,18556157
10426762,18414590
1665418,1187715
1665418,19728145
1665418,19847832
1665418,252576
1665418,20186791
1665418,20336043
1665418,18955830
1665418,1772099
1665418,19964997
1665418,19049542
1665418,4705492
1665418,526316
1665418,1642477
1665418,47094
19249559,18562307
19249559,1102353
19249559,19728145
19249559,191516
19249559,2520612
19249559,6641192
19249559,18955830
19249559,20181560
19249559,8908602
19249559,339011
19249559,19934054
19249559,11625832
19249559,6190702
19249559,18529135
19249559,1763190
19249559,7130232
19249559,929402
19249559,1473660
19249559,1240194
19249559,16487812
19249559,6335372
19249559,1776274
19249559,19713173
19249559,20421535
19249559,21837219
19249559,7836842
19249559,17467312
19249559,405938
19249559,18314164
19249559,6707902
19249559,21989057
19249559,10178242
19249559,20384452
19249559,16062152
19249559,18616278
19249559,17872862
19249559,22197221
19249559,22422502
19249559,22736876
19249559,526316
19249559,19828207
19249559,18361585
19249559,10016242
19249559,16548342
19249559,11776502
19249559,19654655
20269464,339011
20269464,18556100
20269464,22197221
20269464,19828207
20269464,2542802
22485402,15770262
22485402,929402
19218850,535553
19218850,1102353
19218850,6641192
19218850,22817838
19218850,18855476
19218850,339011
19218850,16607822
19218850,13560402
19218850,16477792
19218850,6190702
19218850,1741429
19218850,7130232
19218850,23398017
19218850,7138452
19218850,19713173
19218850,18494105
19218850,20493986
19218850,18801828
19218850,7836842
19218850,6707902
19218850,10178242
19218850,14546632
19218850,16062152
19218850,14649032
19218850,15297782
19218850,12588802
19218850,18425641
19218850,19997487
19218850,1697586
19218850,1360698
19218850,7151442
19218850,19266390
19218850,18779992
19218850,5618532
19218850,11625832
19218850,18517376
19218850,3173762
19218850,1187715
19218850,16487812
19218850,6335372
19218850,19822479
19218850,11862932
19218850,21837219
19218850,18589616
19218850,17467312
19218850,18314164
19218850,9376702
19218850,18953664
19218850,18616278
19218850,23515107
19218850,22197221
19218850,10016242
19218850,18414590
19218850,19654655
18626981,18517376
18626981,339011
18626981,17487002
18626981,929402
25694632,14380872
25694632,19266390
25694632,19416348
25694632,20807142
18764206,19728145
18764206,19687074
18764206,6284242
405938,535553
405938,12588802
405938,19262745
405938,21533726
405938,1728035
405938,1360698
405938,16607822
405938,23353167
405938,13560402
405938,7151442
405938,16477792
405938,11625832
405938,15552112
405938,7130232
405938,929402
405938,23398017
405938,24906881
405938,1187715
405938,16487812
405938,3173762
405938,1240194
405938,11862932
405938,18494105
405938,7836842
405938,17467312
405938,18589616
405938,16447162
405938,6707902
405938,9376702
405938,10178242
405938,14546632
405938,14649032
405938,6284242
405938,18616278
405938,17872862
405938,18361585
405938,10016242
405938,15297782
405938,18556157
405938,19654655
23112117,23040833
23112117,18672773
23112117,14396812
23112117,20348898
23112117,15552112
23112117,8540732
23112117,1578685
9710012,18425641
9710012,19908083
18977219,10000962
18977219,16487812
18977219,19964997
18977219,1492619
18977219,20806988
18977219,1751502
18977219,1776274
18977219,19713173
18977219,19266390
18977219,22021463
18977219,18476981
16536012,18562307
16536012,19728145
16536012,19713173
16536012,16954142
16536012,252576
16536012,22730657
16536012,26091301
16536012,18955830
16536012,8908602
16536012,339011
16536012,19266390
16536012,1622500
16536012,18529135
16536012,19828207
1751502,21715712
1751502,18562307
1751502,18495240
1751502,22422793
1751502,19728145
1751502,23499806
1751502,1728035
1751502,2520612
1751502,18471729
1751502,18955830
1751502,7700282
1751502,339011
1751502,19964997
1751502,19266390
1751502,1371991
1751502,19030621
1751502,6190702
1751502,18529135
1751502,24153712
1751502,1741429
1751502,1187715
1751502,1492619
1751502,20182158
1751502,19822479
1751502,11375762
1751502,18414491
1751502,20421535
1751502,252576
1751502,3376042
1751502,20336043
1751502,23723436
1751502,16067522
1751502,4705492
1751502,20836828
1751502,1498076
1751502,20124638
1751502,22197221
1751502,20807142
1751502,19443174
1751502,18414590
20351444,18425641
19100119,710272
19100119,18517376
19100119,1187715
19100119,18923420
19100119,24850344
19100119,1324203
19100119,18589616
19100119,18955830
19100119,10000962
19100119,18660552
19100119,24675279
19100119,13560402
19100119,1371991
19100119,19030621
19100119,25397992
19100119,1763190
20836828,1187715
20836828,19728145
20836828,19713173
20836828,20421535
20836828,18801828
20836828,20186791
20836828,18955830
20836828,16067522
20836828,339011
20836828,20384452
20836828,19049542
20836828,13560402
20836828,1576921
20836828,22197221
20836828,19934054
20836828,18361585
14557662,16477792
14557662,10016242
14557662,11862932
1622500,21715712
1622500,18562307
1622500,19728145
1622500,16954142
1622500,18425641
1622500,18471729
1622500,18955830
1622500,8908602
1622500,19964997
1622500,19266390
1622500,6190702
1622500,18529135
1622500,1741429
1622500,929402
1622500,1187715
1622500,24803205
1622500,1776274
1622500,19713173
1622500,3376042
1622500,20336043
1622500,4705492
1622500,18616278
1622500,1349592
1622500,1498076
1622500,22736876
1622500,18414590
25448937,339011
25448937,2520612
24125934,18616278
24125934,18494105
24125934,22817838
24125934,10016242
24125934,7130232
24125934,1360698
18602480,18517376
18602480,339011
18602480,19728145
18602480,6284242
18602480,15770262
18602480,6190702
18602480,1078077
19094001,19194894
19094001,19728145
19094001,18798102
19094001,19416348
19094001,16954142
19094001,2556962
19094001,1728035
19094001,6641192
19094001,18425641
19094001,19997487
19094001,1697586
19094001,11294262
19094001,18955830
19094001,22023226
19094001,7700282
19094001,8908602
19094001,339011
19094001,18996036
19094001,19964997
19094001,13560402
19094001,19266390
19094001,22021463
19094001,255854
19094001,18529135
19094001,1741429
19094001,7130232
19094001,16487812
19094001,19033734
19094001,541319
19094001,1492619
19094001,19822479
19094001,1776274
19094001,18494105
19094001,18801828
19094001,21338021
19094001,3376042
19094001,20583850
19094001,1324203
19094001,18314164
19094001,21989057
19094001,16062152
19094001,22985677
19094001,18944977
19094001,4705492
19094001,18616278
19094001,204767
19094001,22736876
19094001,11776502
19094001,18256892
19094001,18556157
19094001,18414590
11776502,19728145
11776502,19348756
11776502,18798102
11776502,191516
11776502,788001
11776502,6641192
11776502,1451826
11776502,18955830
11776502,1457232
11776502,19064659
11776502,19266390
11776502,19030621
11776502,6190702
11776502,18529135
11776502,710272
11776502,1187715
11776502,6335372
11776502,18256892
11776502,18494105
11776502,17487002
11776502,21338021
11776502,1324203
11776502,16062152
11776502,7699922
11776502,6284242
11776502,22422502
11776502,2496252
16548342,19194894
16548342,11294262
16548342,339011
16548342,13560402
16548342,11625832
16548342,1741429
16548342,7130232
16548342,1187715
16548342,16487812
16548342,1776274
16548342,21837219
16548342,18314164
16548342,6707902
16548342,10178242
16548342,4705492
16548342,18616278
16548342,1349592
16548342,18882523
16548342,18573279
16548342,10016242
16548342,19654655
1102353,12588802
1102353,18495240
1102353,25117452
1102353,19728145
1102353,2556962
1102353,1728035
1102353,1697586
1102353,11294262
1102353,20181560
1102353,1360698
1102353,1078077
1102353,339011
1102353,1772099
1102353,20806988
1102353,13560402
1102353,1371991
1102353,23053409
1102353,11625832
1102353,6190702
1102353,18529135
1102353,15552112
1102353,18468466
1102353,1741429
1102353,929402
1102353,1473660
1102353,18517376
1102353,1240194
1102353,1187715
1102353,19713173
1102353,20421535
1102353,20493986
1102353,18589616
1102353,6707902
1102353,16062152
1102353,19680459
1102353,6284242
1102353,18616278
1102353,1349592
1102353,17872862
1102353,22197221
1102353,19443174
1102353,18361585
1102353,15297782
1102353,18414590
23816722,1187715
21262880,18562307
21262880,20807142
21262880,6335372
21262880,526316
21262880,1741429
25641512,339011
25641512,22193397
20181560,23499806
20181560,2520612
20181560,6641192
20181560,18955830
20181560,3636792
20181560,22023226
20181560,18567736
20181560,339011
20181560,1772099
20181560,1457232
20181560,19030621
20181560,6190702
20181560,7130232
20181560,929402
20181560,1473660
20181560,1240194
20181560,1492619
20181560,20182158
20181560,19713173
20181560,19847832
20181560,18494105
20181560,252576
20181560,7836842
20181560,1324203
20181560,1307837
20181560,6707902
20181560,18549438
20181560,4705492
20181560,25681644
20181560,18562307
20181560,18495240
20181560,22422793
20181560,19728145
20181560,19416348
20181560,1697586
20181560,8805172
20181560,20806988
20181560,19064659
20181560,19266390
20181560,1371991
20181560,25857366
20181560,19934054
20181560,11625832
20181560,18529135
20181560,1187715
20181560,6335372
20181560,21837219
20181560,20336043
20181560,18476981
20181560,9376702
20181560,24431556
20181560,13635532
20181560,18616278
20181560,1498076
20181560,17872862
20181560,23515107
20181560,22197221
20181560,19443174
20181560,6121452
20181560,1642477
20181560,10016242
20181560,24693747
20181560,5327862
18567736,18517376
18567736,339011
16321082,13560402
16321082,17872862
16321082,11625832
16321082,6707902
8540732,18672773
8540732,14396812
8540732,24675279
8540732,20348898
8540732,1728035
8540732,1324203
8540732,15552112
8540732,1578685
10000962,1187715
10000962,541319
10000962,19728145
10000962,1776274
10000962,3376042
10000962,18955830
10000962,19964997
10000962,14649032
10000962,6284242
10000962,1349592
10000962,19030621
10000962,1642477
1772099,18562307
1772099,18495240
1772099,19728145
1772099,18955830
1772099,20757821
1772099,339011
1772099,1187715
1772099,18672773
1772099,541319
1772099,19708553
1772099,14396812
1772099,1776274
1772099,19713173
1772099,17487002
1772099,20186791
1772099,1324203
1772099,20336043
1772099,18314669
1772099,19828398
1772099,18549438
1772099,18180033
1772099,24431556
1772099,19680459
1772099,4705492
1772099,1576921
1772099,18573279
1772099,20348898
1772099,22197221
1772099,19443174
1772099,19828207
16607822,535553
16607822,21533726
16607822,1728035
16607822,19528743
16607822,13560402
16607822,16477792
16607822,15552112
16607822,7130232
16607822,929402
16607822,24906881
16607822,23398017
16607822,19033734
16607822,541319
16607822,1776274
16607822,18494105
16607822,252576
16607822,20041384
16607822,7836842
16607822,19828398
16607822,6707902
16607822,10178242
16607822,16062152
16607822,14649032
16607822,14546632
16607822,2542802
16607822,18361585
16607822,15297782
16607822,18556157
16607822,19728145
16607822,19262745
16607822,1360698
16607822,7700282
16607822,23353167
16607822,7151442
16607822,18779992
16607822,3173762
16607822,1187715
16607822,16487812
16607822,11862932
16607822,21837219
16607822,10016162
16607822,17467312
16607822,18589616
16607822,9376702
16607822,7699922
16607822,18616278
16607822,17872862
16607822,10016242
16607822,19654655
13560402,535553
13560402,21533726
13560402,1728035
13560402,22817838
13560402,18855476
13560402,18955830
13560402,11294262
13560402,339011
13560402,16477792
13560402,6190702
13560402,7130232
13560402,929402
13560402,710272
13560402,24906881
13560402,23398017
13560402,1776274
13560402,7138452
13560402,19713173
13560402,18494105
13560402,20493986
13560402,18801828
13560402,7836842
13560402,1324203
13560402,6707902
13560402,10178242
13560402,14546632
13560402,16062152
13560402,18660552
13560402,25397992
13560402,18361585
13560402,2237681
13560402,15297782
13560402,19728145
13560402,19416348
13560402,18425641
13560402,19997487
13560402,23353167
13560402,19266390
13560402,1371991
13560402,18779992
13560402,5618532
13560402,11625832
13560402,1763190
13560402,18517376
13560402,3173762
13560402,1187715
13560402,16487812
13560402,6335372
13560402,19822479
13560402,18923420
13560402,21837219
13560402,10016162
13560402,3376042
13560402,18589616
13560402,17467312
13560402,18314164
13560402,9376702
13560402,18616278
13560402,1349592
13560402,1498076
13560402,17872862
13560402,22197221
13560402,10016242
13560402,18232817
13560402,18414590
19030621,535553
19030621,18495240
19030621,19348756
19030621,1728035
19030621,6641192
19030621,19997487
19030621,18855476
19030621,18955830
19030621,1371991
19030621,18529135
19030621,7130232
19030621,1473660
19030621,16487812
19030621,541319
19030621,19713173
19030621,18494105
19030621,20186791
19030621,7836842
19030621,20336043
19030621,9376702
19030621,16067522
19030621,1576921
19030621,526316
19030621,10016242
19030621,18414590
1741429,21715712
1741429,18562307
1741429,19194894
1741429,19728145
1741429,19416348
1741429,16954142
1741429,18425641
