0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,12,8,40,31,9,20,8,5,8,10,14,10,6,7,9,15,5,8,8,5,4,4,6,12,3,4,5,8,10,5,4,5,3,4,5,3,4,3,4,5,6,3,3,7,3,5,3,7,5,4,3,6,3,4,4,3,6,4,4,6,3,5,5,5,4,4,5,4,4,3,5,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
0.515625,0.47596153846153844,0.43043478260869567,0.6073619631901841,0.5789473684210527,0.4520547945205479,0.5,0.4419642857142857,0.4125,0.4583333333333333,0.46261682242990654,0.4782608695652174,0.46261682242990654,0.396,0.45,0.4267241379310345,0.4520547945205479,0.4342105263157895,0.42857142857142855,0.4248927038626609,0.38372093023255816,0.41422594142259417,0.4074074074074074,0.38671875,0.46261682242990654,0.37786259541984735,0.41596638655462187,0.43043478260869567,0.4439461883408072,0.4074074074074074,0.44,0.39759036144578314,0.4125,0.36,0.37218045112781956,0.4342105263157895,0.3613138686131387,0.41422594142259417,0.4090909090909091,0.4107883817427386,0.4024390243902439,0.43043478260869567,0.3626373626373626,0.35611510791366907,0.4057377049180328,0.4074074074074074,0.41596638655462187,0.3535714285714286,0.38671875,0.4248927038626609,0.396,0.39759036144578314,0.4267241379310345,0.396,0.358695652173913,0.4342105263157895,0.3852140077821012,0.3852140077821012,0.35106382978723405,0.3548387096774194,0.37358490566037733,0.4125,0.39919354838709675,0.4024390243902439,0.4008097165991903,0.3535714285714286,0.3694029850746269,0.3707865168539326,0.3535714285714286,0.39759036144578314,0.33559322033898303,0.34256055363321797,0.4248927038626609,0.3413793103448276,0.3333333333333333,0.38223938223938225,0.35611510791366907,0.396,0.336734693877551,0.3378839590443686,0.3707865168539326,0.39919354838709675,0.34494773519163763,0.3485915492957746,0.336734693877551,0.3852140077821012,0.3498233215547703,0.391304347826087,0.39919354838709675,0.358695652173913,0.34615384615384615,0.4008097165991903,0.4125,0.36,0.35106382978723405,0.33559322033898303,0.3344594594594595,0.4024390243902439,0.32247557003257327,0.37786259541984735
0.44750066120074056,0.49949341438703143,0.5012622278321237,0.4303784013605442,0.5351123172018695,0.5264888888888889,0.4189142885114298,0.6824047843877872,0.4620225376847651,0.5547853581417974,0.6049154578213065,0.5464865641615174,0.3928480529396793,0.5892886211948559,0.4141951319288198,0.48153200419727177,0.4991517297337169,0.15778213585309325,0.34052612437871255,0.4253040856637904,0.5452751589563692,0.21838496698831894,0.651564185544768,0.3612078977932636,0.4840326900624957,0.49444807315480077,0.5270544783010157,0.4633947939262473,0.5956618464961068,0.45115396775213407,0.6159911685853966,0.7057987043766788,0.33266932270916333,0.2944103014340064,0.4031630801140783,0.5627551692348215,0.7640364188163885,0.5500848896434635,0.560488346281909,0.45843009753831865,0.3481743227326266,0.4102064220183486,0.5640530093870789,0.6346738763095641,0.4780379659138146,0.15276695245518315,0.45210516639088066,0.5152864952419518,0.5793318398753288,0.518658810325477,0.40090209604669674,0.473639091298757,0.44751381215469616,0.22044810713365953,0.5997109826589595,0.5875852339525041,0.13938111610685003,0.609171168796943,0.596513470681458,0.7767584097859327,0.5606966199505359,0.30514939605848695,0.4088500264970853,0.22140066964285715,0.5260829063809968,0.5445173383317713,0.4699221514508139,0.36635808548355325,0.7417582417582418,0.43901113827764193,0.3820382882882883,0.5606060606060606,0.5373581674159709,0.4654892407632968,0.48526522593320237,0.45120772946859905,0.5673076923076923,0.29472140762463345,0.6142628845385537,0.31897150799166085,0.6534431137724551,0.5702380952380952,0.2520448925242534,0.3310281235592439,0.2720483641536273,0.48727099690697123,0.46256983240223465,0.33484619263741805,0.48398791540785496,0.7526427061310782,0.5939911797133407,0.310903841883189,0.18485804416403787,0.499316379546076,0.5326474079936684,0.42159090909090907,0.3779491833030853,0.5029041626331074,0.5176651305683564,0.48565573770491804
0,0,0,3975,654,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44750066120074056,0.49949341438703143,0.5012622278321237,0.4303784013605442,0.535812133072407,0.5285840707964602,0.4231498129160795,0.647380073800738,0.4659305535377016,0.56013456686291,0.6085324544539046,0.5497217862747895,0.40047750691128425,0.5990783410138248,0.42593706153537786,0.4869158878504673,0.5028190671450539,0.1550580431177446,0.34449933726955057,0.4312172034159893,0.5502060290609412,0.237741456166419,0.6589229144667371,0.366463715649169,0.4875520087306459,0.5025706940874036,0.5398023360287512,0.4705724986623863,0.5765775288024522,0.43417849898580124,0.624865197966415,0.7126099706744868,0.34087555336940484,0.2655755015839493,0.41080112618377274,0.5684388405043546,0.6697705354173595,0.48469571480014406,0.5009603072983355,0.47666068222621183,0.3631760644418872,0.41689342403628116,0.5235768385047642,0.563963963963964,0.4617585848074922,0.18454613653413354,0.4281569965870307,0.5295735900962861,0.5833896016205267,0.5253182069728832,0.4163866632204704,0.4952733251130292,0.4292995725090431,0.21050185873605948,0.6054131054131054,0.6016352486940723,0.150613416862438,0.6117292839376882,0.6028081123244929,0.7802946301283067,0.5629485339347959,0.2657973921765296,0.42410944759938046,0.2321133736929004,0.5368684569868002,0.5487465181058496,0.4761016553975286,0.37859764342283175,0.7480506822612085,0.41329479768786126,0.3820382882882883,0.5674331883157241,0.5517527483924497,0.4761241543971349,0.49355670103092786,0.45990491283676704,0.5769919427036705,0.30491329479768786,0.6218174696435566,0.3248363761625904,0.665945165945166,0.6054644808743169,0.25909176559261354,0.3605112384310269,0.2720483641536273,0.4991866139902394,0.4191343963553531,0.3512051155927201,0.4991202346041056,0.7577639751552795,0.5995106035889071,0.325874429719748,0.23323442136498515,0.5060695980577287,0.5417151726814124,0.45268817204301076,0.39174800354924577,0.5146502835538752,0.5249621785173979,0.5026420079260238
0,0,0,4299,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46518177163338453,0.5142576204523107,0.5165188130926889,0.439451970285068,0.47667057444314187,0.48897939626257786,0.3444106463878327,0.40939597315436244,0.4303748047891723,0.3618949384808075,0.4264514932294565,0.41443213583186667,0.27480610857919563,0.545531435015506,0.24104683195592286,0.46928793152102344,0.5169666358397951,0.09052183173588925,0.31766666666666665,0.3063946922642575,0.5550311092040334,0.12042446643615119,0.35252901248084084,0.3817247470692147,0.38829621957534954,0.5180572851805728,0.31152147731834606,0.28484751716429824,0.4050859598853868,0.439859437751004,0.35577506281951304,0.6455048409405256,0.2981108573801121,0.2844650205761317,0.4255053656101822,0.34964433674665835,0.6803990988091406,0.19590232949761438,0.21083120032331942,0.42305497431995437,0.1872555785599264,0.27133620689655175,0.5293265749456916,0.570414201183432,0.47871000251952633,0.17075281222959332,0.4006803727259281,0.5295735900962861,0.5912747231948519,0.33516814311516296,0.3663811563169165,0.1910128805620609,0.3982403000144238,0.18911968348170127,0.6163434903047091,0.2855178250290913,0.07097170971709717,0.6216354126801888,0.6089093701996928,0.7853937799783383,0.5651774785801713,0.08422056252979501,0.3728342245989305,0.14952225187225618,0.2796542704423974,0.5609756097560976,0.4880382775119617,0.3903733181732045,0.7625172255397336,0.3601876402202733,0.39895947426067907,0.5836075381393957,0.27819776232234655,0.4961729812476081,0.5169022741241549,0.41807109474578674,0.5816733067729084,0.1415033935202971,0.636072370900867,0.3248363761625904,0.6830937713894593,0.1874089658520796,0.25909176559261354,0.40016535758577926,0.28476589797344515,0.2497093699139735,0.4334732164897556,0.11971168912566593,0.42105263157894735,0.7650602409638554,0.6048819742489271,0.17314566577301163,0.07341730195558502,0.5126430662762843,0.5588345162495331,0.4806122448979592,0.4049479166666667,0.17617942768754832,0.5389133627019089,0.4236092974667015
606,0,0,0,2076,0,1519,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3632115953084772,0.3553826199740597,0.32101574588149634,0.39695858547229657,0.47616287859698636,0.42339093754252277,0.32515894641235243,0.3683521896405757,0.34553752535496957,0.3225440090857467,0.38634520784907295,0.38144520421363887,0.29454771719685774,0.4313304721030043,0.2567960157709068,0.39970444116045734,0.5270599707459775,0.08662537663207232,0.27128414331323164,0.30883387255591505,0.5230067433558112,0.12563707478961716,0.35252901248084084,0.3914967599178126,0.39301130524152106,0.48421630524293163,0.318362480127186,0.24948986532444564,0.36737716530362546,0.38962937483876514,0.30409014414282576,0.5041684480547243,0.21964821964821965,0.20454965785093399,0.43258565442445157,0.30781010719754975,0.4627887082976903,0.1663024726854514,0.1750167747707448,0.30800487606663957,0.1872555785599264,0.238501807304001,0.3629449838187702,0.40568113622724544,0.4018187585915195,0.10680137109868303,0.2686495791889824,0.5295735900962861,0.6007210871775909,0.3436359004839942,0.2698665893271462,0.1910128805620609,0.2578406633020908,0.11052023121387283,0.6215846994535519,0.23741255721564902,0.07665036674816626,0.6355817668018184,0.5454545454545454,0.73986818118076,0.5717299578059072,0.0737725769524294,0.24144618368195042,0.15678074592472477,0.2917365537291737,0.5293215138083873,0.4994430830920027,0.3960953632438521,0.7147335423197492,0.21244735610669163,0.40707725553754726,0.5927442949093037,0.23325309205611355,0.5056327450244086,0.5242130750605327,0.3304103063765292,0.5317712470214456,0.14696526275607583,0.6460777126099707,0.3006056742110296,0.5425616547334925,0.19393161021030664,0.25909176559261354,0.41231267719724585,0.28476589797344515,0.2625685557586837,0.32135231316725976,0.1265547263681592,0.2612975391498881,0.7741312741312741,0.6101111699311805,0.1777382803821373,0.08103221564760027,0.5313539800358331,0.5629163582531458,0.4935323383084577,0.3661080074487896,0.1825019186492709,0.5520684736091298,0.2867610324729392
2368,0,0,1368,0,0,343,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
